user_id,user_age_x,has_children,num_trips,traveler_type,perk,group_color,money_spent_hotel,avg_km_flown,time_after_booking,num_sessions,total_page_clicks,avg_session_duration_min,num_flights_booked,num_hotels_booked,avg_flight_price,avg_hotel_price_per_night,avg_trip_nights,avg_total_discount,user_age_y,customer_age_months,num_users,avg_age,share_with_children,avg_spent_hotel,avg_km_flown_group_avg,avg_days_before_trip,avg_num_trips
550459,44,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,430.3695024081432,5803.020886989424,10.980732592717525,9,147,2.03,4,3,229.37,96.67,4.0,,44,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
559758,49,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥,620.0389479013229,1965.861927071417,9.695776510834408,8,88,1.39,0,1,,143.0,6.0,,49,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
564596,33,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,684.8403072600531,2664.357370116787,9.70599709964998,8,124,1.93,4,4,652.91,206.0,3.5,,33,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
494985,49,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦,1064.280556554729,1875.3423501279617,12.429585954612625,8,176,2.74,6,5,332.29,214.8,4.0,,49,3,95,44.5,0.0,725.9,2629.2,9.7,6.2
512443,39,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,885.9045723921154,2502.965267133716,15.013787380910903,8,97,1.5,2,2,170.47,194.0,1.5,,40,3,1704,37.9,0.0,795.8,2533.0,10.1,1.3
474278,25,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,359.2399611593165,4799.310033454468,10.754481009825977,8,66,1.04,0,0,,,,0.25,25,4,2429,42.5,1.0,800.3,2570.5,10.1,2.4
536099,35,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,881.0209923486988,482.4782741039967,11.965234052891578,8,98,1.51,2,4,179.76,160.5,5.3,,35,3,1704,37.9,0.0,795.8,2533.0,10.1,1.3
561846,41,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,703.7294298959209,1208.4254917516369,10.986674610181122,8,348,17.29,4,4,281.07,101.0,2.3,,41,2,1541,43.8,0.0,807.2,2433.9,10.1,3.7
499366,49,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,630.7694999235104,4565.7714047568425,13.05259427179188,8,145,2.25,4,3,655.46,213.33,2.3,,49,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
584531,45,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,952.919072210217,4030.054760353135,8.611250861541018,8,113,1.75,2,2,227.68,401.0,2.5,,45,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
513714,24,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥,1057.7498806239878,1955.302529774383,13.226171663249245,8,66,1.04,1,0,248.43,,,,24,3,1704,37.9,0.0,795.8,2533.0,10.1,1.3
220725,41,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,1032.8200297790495,3781.60300168108,13.331499596942152,9,316,15.81,5,4,484.58,125.0,3.8,,41,10,1541,43.8,0.0,807.2,2433.9,10.1,3.7
510067,49,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,590.1956191943403,3011.82376373805,13.24761102604873,9,118,1.61,3,4,404.53,190.0,3.3,,49,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
549777,30,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,722.6969060371964,4750.411913501483,8.019556397990572,8,109,1.66,1,1,533.85,45.0,2.0,,30,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
518041,20,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,882.815857850891,2611.764390740159,9.494987097288428,8,114,1.78,0,1,,115.0,4.0,,20,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
508912,44,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,1043.8862817805898,4038.448170808873,10.718400966341305,8,271,14.27,4,3,260.32,87.67,1.3,,44,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
606635,46,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,680.2064405386775,6463.01786573893,5.887473865512983,8,154,2.36,2,2,433.03,211.0,4.5,,46,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
526445,50,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,753.5852558340457,3397.1487325712,14.784760624258045,9,158,2.19,2,3,260.02,116.67,1.3,0.13,50,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
566749,22,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥,523.4162564984929,2573.992248692265,9.963170399493473,8,53,0.83,0,0,,,,0.45,22,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
515409,45,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,500.9483439798323,3583.670477831469,10.851783662814166,8,167,2.59,3,3,577.34,140.0,1.7,,46,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
516556,38,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,1003.1314555985496,1952.0787126941727,8.268986680818392,8,103,1.6,1,1,313.91,241.0,3.0,,38,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
501794,44,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,1139.0600071427057,6081.951558287098,6.019367321898931,8,134,2.08,4,4,188.11,102.75,4.3,,44,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
519853,43,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,781.9974696049165,2770.106556543972,8.187910343575687,8,89,1.37,2,1,252.8,290.0,2.0,,43,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
552653,60,False,3,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪,1050.883224473006,2090.6000196617306,10.657612562900765,9,293,14.94,3,3,58.78,117.33,3.3,,60,2,229,68.2,0.0,790.6,2514.8,10.1,0.9
524080,36,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,890.4090062619085,1246.4664924699457,12.02028643826108,10,147,1.84,4,3,527.79,111.67,3.7,0.3,36,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
592372,18,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,638.7200613487189,4145.830287409657,10.48537462180816,8,117,1.84,2,1,3769.69,394.0,1.0,,18,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
525176,71,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪,890.3489013771035,3800.781119241608,11.04017204872585,8,226,3.48,1,1,117.16,244.0,0.0,,71,3,229,68.2,0.0,790.6,2514.8,10.1,0.9
523771,36,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,1184.5091416164923,1753.96844287886,8.98892087595587,8,99,1.53,1,3,455.43,171.33,7.0,,37,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
524880,42,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,791.0434902225121,3364.677017683634,11.488745698736285,8,79,1.24,0,0,,,,,42,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
512024,33,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥,1191.1609139535017,237.1660476807156,14.44849859915772,8,164,2.53,1,2,2038.42,162.0,5.5,0.2,33,3,1704,37.9,0.0,795.8,2533.0,10.1,1.3
584787,66,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪,145.06372397756388,2777.455862609734,12.11436832731696,9,369,15.66,2,3,130.73,123.0,9.5,0.15,66,2,229,68.2,0.0,790.6,2514.8,10.1,0.9
528455,48,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,1005.475626093806,3179.1345281150416,12.42862566475882,9,110,1.52,3,3,592.39,206.33,6.3,0.3,48,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
557134,57,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,821.7617670595428,5060.9947143388345,10.882049197919892,8,126,1.95,2,5,122.33,226.4,6.8,,57,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
530797,26,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,725.2481623835331,1343.771795906966,5.490534791201195,8,176,2.72,2,2,370.47,116.5,1.5,,26,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
558506,56,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,822.9401941338756,582.4710567965135,6.86600040810627,8,67,1.03,2,2,83.88,210.0,1.0,,56,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
563165,55,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,303.1077713497768,1156.8580586124374,11.36462740199153,9,98,1.36,2,2,232.28,191.0,4.5,0.3,55,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
560747,43,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,745.082028040622,495.14724952762,9.967182844119742,8,155,2.39,4,3,305.67,205.33,1.7,,43,2,1541,43.8,0.0,807.2,2433.9,10.1,3.7
581858,48,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,889.2781428779366,4504.986036638475,11.319528659418484,8,150,2.31,2,1,507.97,55.0,1.0,,48,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
499379,66,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,1169.473511185379,4822.958942536056,15.02927025353222,9,137,1.88,1,2,499.23,133.5,3.0,0.15,66,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
540654,50,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,670.4324454315881,2980.3248669232435,12.178107997688002,8,155,2.41,4,4,471.21,130.0,2.5,,50,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
578396,56,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,597.8765992767031,4331.942418527722,13.776658617228463,8,72,1.12,1,3,690.99,225.67,5.0,0.2,56,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
548990,33,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,674.5607391038659,2700.937570870353,10.28404416841219,8,106,1.65,1,2,687.54,58.5,4.0,,33,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
585965,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,1028.8505294255183,2357.332528448851,7.578352967546681,8,105,1.61,3,3,267.2,125.0,3.0,,49,2,1541,43.8,0.0,807.2,2433.9,10.1,3.7
356046,35,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,882.1877774149211,2000.4435714193576,9.826401522356978,8,101,1.57,2,2,391.91,97.5,2.0,,35,6,1704,37.9,0.0,795.8,2533.0,10.1,1.3
563343,67,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪,667.5599490582404,2034.413512933652,7.585744558842586,8,100,1.53,1,2,278.37,210.0,3.0,,67,2,229,68.2,0.0,790.6,2514.8,10.1,0.9
520902,40,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,928.316858278339,178.29766553645322,14.674884870317344,9,136,1.87,4,4,402.08,159.25,2.0,,40,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
513103,33,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,824.2693873370101,2896.3821454110084,12.37117322960641,8,130,2.05,3,3,611.31,130.0,2.3,,33,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
525056,38,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,1042.1612476332225,2439.4991346789343,11.561537489884838,8,116,1.82,4,4,686.83,185.0,3.5,,38,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
464782,48,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥,624.4867265306619,3618.041086116814,13.70782960668431,8,96,1.5,1,2,52.17,113.0,2.0,,48,4,1704,37.9,0.0,795.8,2533.0,10.1,1.3
516933,18,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,718.0844633505579,2640.2852446579145,3.939830756430323,8,103,1.61,3,1,604.73,137.0,1.0,,18,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
377069,69,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪,701.9729617169606,2255.9444476463623,11.764413854027978,8,260,15.94,2,1,926.67,,,,69,5,229,68.2,0.0,790.6,2514.8,10.1,0.9
581409,39,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,434.12126296697033,1193.210454988554,6.068062647086882,8,100,1.53,3,2,668.41,290.0,2.5,,39,2,1541,43.8,0.0,807.2,2433.9,10.1,3.7
579065,51,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,874.030069266144,2608.229855232642,9.978232904603017,8,145,2.24,4,4,254.11,203.5,3.5,,51,2,1541,43.8,0.0,807.2,2433.9,10.1,3.7
526239,38,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥,865.2638180449724,3607.355846224242,9.064877222598357,9,95,1.32,1,2,628.62,76.0,10.0,,38,3,1704,37.9,0.0,795.8,2533.0,10.1,1.3
549623,39,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,801.2783641606152,784.9915133742088,11.985209836290844,8,128,2.0,4,4,292.97,203.25,1.3,,39,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
580622,68,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,741.3532166562132,2631.2106305211087,10.684561866882866,8,64,1.0,0,0,,,,,69,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
543723,59,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,446.1573144873964,2849.564427294226,14.035351520835366,8,104,1.61,0,0,,,,,59,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
672112,51,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,694.8386693086602,1422.9028245726035,8.19430851720216,8,103,1.59,2,3,245.42,110.0,5.0,0.15,51,1,1704,37.9,0.0,795.8,2533.0,10.1,1.3
590829,44,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,714.3213708683077,1618.2155426379995,12.127343168899852,8,160,2.48,2,3,276.01,123.67,3.0,,44,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
521065,45,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,599.4306826945952,2845.9162731493216,10.486669650696497,8,292,16.43,5,3,493.71,206.0,1.0,0.4,45,3,1541,43.8,0.0,807.2,2433.9,10.1,3.7
647674,37,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩,759.6785720834977,799.8684725610656,5.094129189785342,8,122,1.88,3,4,361.67,174.0,1.8,,37,1,1541,43.8,0.0,807.2,2433.9,10.1,3.7
524012,43,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,901.0127142036346,3024.8855728740887,7.244150624430902,8,163,2.53,3,4,169.59,165.0,4.8,,43,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
552558,53,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,1271.5464753026326,1156.9684395112,9.550365899433496,8,150,2.33,2,4,444.14,131.25,4.3,,53,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
567518,56,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥,843.6444532079597,4094.280539549824,13.336877349675184,9,171,2.35,2,3,161.34,177.0,4.7,,56,2,1704,37.9,0.0,795.8,2533.0,10.1,1.3
669356,46,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,864.3875976806911,6006.741618082449,11.391169172671344,8,117,1.83,1,1,391.43,141.0,5.0,,46,1,2429,42.5,1.0,800.3,2570.5,10.1,2.4
629803,41,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,781.3885210584582,1208.8647974472706,6.497497528357857,8,157,2.41,3,2,453.8,163.0,2.5,,42,1,2429,42.5,1.0,800.3,2570.5,10.1,2.4
581901,54,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,320.30719617523965,3301.311793562012,9.57905131585852,8,134,2.07,4,4,315.61,286.75,1.8,,54,2,2429,42.5,1.0,800.3,2570.5,10.1,2.4
528186,44,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧,793.3715311376958,1409.887142676971,16.05341934637909,8,147,2.28,4,4,315.72,214.5,1.8,,44,3,2429,42.5,1.0,800.3,2570.5,10.1,2.4
