user_id,user_age,has_children,num_trips,traveler_type,perk,group_color
544839,46,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
347778,50,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
574840,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
532730,18,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
521509,56,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
621113,30,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
512289,66,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
519896,48,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
582586,89,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
568155,23,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
525234,55,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
574489,53,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
558659,44,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
612797,54,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
187212,56,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
580658,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
673874,51,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
640867,52,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
514503,23,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
531471,46,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
690420,56,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
474951,38,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
669329,33,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
536086,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
573922,42,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
559461,26,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
511122,48,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
516290,46,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
596409,48,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
542230,49,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
590967,46,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
545518,46,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
533782,54,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
538279,50,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
465568,50,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
579829,60,False,3,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
513438,52,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
623949,48,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
512693,38,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
555492,51,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
504859,27,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
661614,69,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
561945,28,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
480690,48,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
401245,29,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
520358,51,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
616491,51,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
521343,37,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
614033,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
739518,41,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
636966,37,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
540150,36,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
521818,18,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
540244,39,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
515271,57,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
559277,31,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
540664,35,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
385689,50,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
543713,36,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
558988,63,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
568064,47,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
556714,39,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
553245,27,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
527393,33,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
530427,46,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
525722,51,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
513823,46,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
664663,31,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
554885,38,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
622343,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
471077,58,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
520603,26,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
557726,50,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
708887,23,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
557992,59,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
602769,39,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
400582,33,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
438937,38,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
539414,37,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
505771,56,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
710523,18,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
602598,32,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
516571,65,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
524167,42,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
519961,31,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
530754,38,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
537586,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
590843,36,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
689624,29,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
546888,30,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
525265,47,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
523686,43,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
550298,24,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
513241,37,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
516351,43,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
583120,54,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
540306,31,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
582833,44,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
572826,44,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
555990,75,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
594027,35,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
508892,35,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
529502,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
562516,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
569458,33,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
522420,32,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
605439,41,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
522426,44,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
587810,54,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
525377,27,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
376159,43,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
585231,50,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
542937,37,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
651613,55,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
488865,36,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
181157,54,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
563853,29,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
529972,56,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
531094,29,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
524940,27,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
522134,18,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
525879,39,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
565755,33,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
522809,54,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
508050,47,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527455,29,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
529787,50,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
552732,45,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
524419,75,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
502212,26,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
471717,46,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
510459,31,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
542196,59,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
552661,31,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
515124,51,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
544698,37,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
590163,42,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
603296,42,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
548853,54,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545754,22,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
663017,41,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
671066,49,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
447591,23,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
542012,46,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
498500,51,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
510841,38,False,9,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
378565,41,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
521009,68,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
536574,52,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
540924,48,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
502850,42,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
551032,36,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527280,48,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
544012,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
553901,56,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
481772,34,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
732729,43,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
529678,42,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
532233,44,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
407250,37,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
609243,38,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
519211,37,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
558395,36,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
502626,39,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
519254,32,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
516418,28,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
557298,47,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
565464,47,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
544685,37,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
550193,61,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
481358,19,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
507435,54,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
479101,36,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
532063,54,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
478291,47,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
416580,44,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
513006,59,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
531987,36,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
509419,42,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
517739,27,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
512201,53,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
510022,54,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
586774,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
585187,57,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527197,26,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
469418,26,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
571610,18,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
542065,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
541539,18,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
